종목코드,종목명,매매신호,추천금액(만원),1. F점수조건(>=65),2. T점수조건(>=60),3. 계좌비중조건(<=20%),4. 재무완성도조건(>=90%),5. 악재공시뉴스조건,6. 3일수급쌍쓸이조건,최종 추매승인 여부,기본 F점수,성장성(25),현금흐름(20),모멘텀(20),재무안정(20),밸류경영(15),기술 T점수,종합점수,현재가(원),당일등락률(%),14일 ATR(원),손절 감시가격(원),손절 가격감시,손절 주문전송,익절 감시가격(원),익절 가격감시,익절 주문전송,데이터완성도(%),분석근거
241520,DSC인베스트먼트,관망,0,PASS,FAIL,PASS (보유 0.3%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),84.0,25.0,4.0,20.0,20.0,15.0,49.0,63.0,8670,4.71,3260.9,2145,ON (상시감시),OFF (알림전용),16830,ON (상시감시),OFF (알림전용),100.0,일목 2등급(16점: 구름대 상단 상회 또는 전환>기준) / VWAP 4등급(6점: 단기 VWAP 하회) / 볼린저 4등급(6점: 하단밴드~중심선 위치) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 4등급(4점: OBV 이평 하회) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
267260,HD현대일렉트릭,관망,0,PASS,PASS,PASS (보유 1.1%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),92.0,25.0,20.0,20.0,12.0,15.0,67.0,77.0,786000,0.51,53869.5,678000,ON (상시감시),OFF (알림전용),921000,ON (상시감시),OFF (알림전용),100.0,일목 2등급(16점: 구름대 상단 상회 또는 전환>기준) / VWAP 1등급(15점: 단기/중기 VWAP 우상향 정배열) / 볼린저 2등급(12점: 중심선~상단밴드 위치) / DMI 4등급(6점: DI- 우위 하락세) / OBV 1등급(10점: OBV 20일 이평 상회 & 우상향) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
348340,뉴로메카,관망,0,FAIL,FAIL,PASS (보유 0.9%),FAIL,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),23.0점 (잠정),5.0,4.0,4.0,4.0,6.0,48.0,38.0,21500,4.37,17890.5,0,ON (상시감시),OFF (알림전용),66300,ON (상시감시),OFF (알림전용),75.0,일목 2등급(16점: 구름대 상단 상회 또는 전환>기준) / VWAP 5등급(3점: VWAP 하회 역배열) / 볼린저 4등급(6점: 하단밴드~중심선 위치) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 3등급(6점: OBV 이평 수렴) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
371460,TIGER 차이나전기차SOLACTIVE,관망,0,ETF 제외(PASS),FAIL,PASS (미보유 0%),ETF 제외(PASS),UNCONFIRMED(FAIL),FAIL,금지(조건미충족),ETF 제외,-,-,-,-,-,52.0,52.0,10950,-0.18,785.3,9370,ON (상시감시),OFF (알림전용),12920,ON (상시감시),OFF (알림전용),100.0,일목 2등급(16점: 구름대 상단 상회 또는 전환>기준) / VWAP 5등급(3점: VWAP 하회 역배열) / 볼린저 4등급(6점: 하단밴드~중심선 위치) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 5등급(2점: OBV 이평 하회 & 연속 유출) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
484730,RISE 미국AI밸류체인TOP3Plus,관망,0,ETF 제외(PASS),FAIL,PASS (미보유 0%),ETF 제외(PASS),UNCONFIRMED(FAIL),FAIL,금지(조건미충족),ETF 제외,-,-,-,-,-,45.0,45.0,14650,-0.68,192.1,14260,ON (상시감시),OFF (알림전용),15130,ON (상시감시),OFF (알림전용),100.0,일목 4등급(8점: 구름대 하단 이탈) / VWAP 3등급(9점: VWAP 평형 유지) / 볼린저 3등급(9점: 중심선 수렴) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 5등급(2점: OBV 이평 하회 & 연속 유출) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
000490,대동,관망,0,FAIL,PASS,PASS (미보유 0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),56.0,20.0,4.0,16.0,4.0,12.0,67.0,62.6,9480,22.32,1065.0,7350,ON (상시감시),OFF (알림전용),12150,ON (상시감시),OFF (알림전용),100.0,일목 1등급(20점: 구름대 상단 돌파 & 전환>기준) / VWAP 1등급(15점: 단기/중기 VWAP 우상향 정배열) / 볼린저 2등급(12점: 중심선~상단밴드 위치) / DMI 4등급(6점: DI- 우위 하락세) / OBV 3등급(6점: OBV 이평 수렴) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
004960,한신공영,관망,0,PASS,PASS,PASS (보유 7.0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),71.0,20.0,16.0,12.0,8.0,15.0,63.0,66.2,10960,-0.9,657.8,9640,ON (상시감시),OFF (알림전용),12610,ON (상시감시),OFF (알림전용),100.0,일목 1등급(20점: 구름대 상단 돌파 & 전환>기준) / VWAP 1등급(15점: 단기/중기 VWAP 우상향 정배열) / 볼린저 2등급(12점: 중심선~상단밴드 위치) / DMI 4등급(6점: DI- 우위 하락세) / OBV 5등급(2점: OBV 이평 하회 & 연속 유출) / 채킨 5등급(2점: 매도 유출 심화) / 수급 4등급(6점: 수급 약세 지속)
161510,PLUS 고배당주,관망,0,ETF 제외(PASS),FAIL,PASS (보유 2.1%),ETF 제외(PASS),UNCONFIRMED(FAIL),FAIL,금지(조건미충족),ETF 제외,-,-,-,-,-,64.0,64.0,24930,-0.06,757.3,23400,ON (상시감시),OFF (알림전용),26850,ON (상시감시),OFF (알림전용),100.0,일목 2등급(16점: 구름대 상단 상회 또는 전환>기준) / VWAP 1등급(15점: 단기/중기 VWAP 우상향 정배열) / 볼린저 2등급(12점: 중심선~상단밴드 위치) / DMI 5등급(3점: DI- 우위 및 강한 하락추세) / OBV 5등급(2점: OBV 이평 하회 & 연속 유출) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
234920,자이글,관망,0,FAIL,PASS,PASS (보유 17.0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),27.0,5.0,4.0,4.0,8.0,6.0,73.0,54.6,5310,0.0,5252.2,0,ON (상시감시),OFF (알림전용),18440,ON (상시감시),OFF (알림전용),100.0,일목 2등급(16점: 구름대 상단 상회 또는 전환>기준) / VWAP 1등급(15점: 단기/중기 VWAP 우상향 정배열) / 볼린저 1등급(15점: 상단밴드 돌파/강한 상승파동) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 3등급(6점: OBV 이평 수렴) / 채킨 3등급(6점: 평형 유입) / 수급 4등급(6점: 수급 약세 지속)
490590,RISE 미국AI밸류체인데일리고정커버드콜,관망,0,ETF 제외(PASS),PASS,FAIL (비중과다 46.3%),ETF 제외(PASS),UNCONFIRMED(FAIL),FAIL,금지(조건미충족),ETF 제외,-,-,-,-,-,84.0,84.0,14810,1.02,428.7,13950,ON (상시감시),OFF (알림전용),15890,ON (상시감시),OFF (알림전용),100.0,일목 2등급(16점: 구름대 상단 상회 또는 전환>기준) / VWAP 1등급(15점: 단기/중기 VWAP 우상향 정배열) / 볼린저 2등급(12점: 중심선~상단밴드 위치) / DMI 1등급(15점: DI+ 우위 및 ADX 추세강화) / OBV 1등급(10점: OBV 20일 이평 상회 & 우상향) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
207940,삼성바이오로직스,관망,0,PASS,PASS,PASS (미보유 0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),100.0,25.0,20.0,20.0,20.0,15.0,88.0,92.8,1551000,0.13,68874.4,1413000,ON (상시감시),OFF (알림전용),1724000,ON (상시감시),OFF (알림전용),100.0,일목 1등급(20점: 구름대 상단 돌파 & 전환>기준) / VWAP 1등급(15점: 단기/중기 VWAP 우상향 정배열) / 볼린저 2등급(12점: 중심선~상단밴드 위치) / DMI 1등급(15점: DI+ 우위 및 ADX 추세강화) / OBV 1등급(10점: OBV 20일 이평 상회 & 우상향) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
214450,파마리서치,관망,0,PASS,PASS,PASS (미보유 0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),100.0,25.0,20.0,20.0,20.0,15.0,80.0,88.0,406000,-0.49,31163.3,343500,ON (상시감시),OFF (알림전용),484000,ON (상시감시),OFF (알림전용),100.0,일목 1등급(20점: 구름대 상단 돌파 & 전환>기준) / VWAP 1등급(15점: 단기/중기 VWAP 우상향 정배열) / 볼린저 2등급(12점: 중심선~상단밴드 위치) / DMI 1등급(15점: DI+ 우위 및 ADX 추세강화) / OBV 5등급(2점: OBV 이평 하회 & 연속 유출) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
010140,삼성중공업,관망,0,PASS,PASS,PASS (미보유 0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),75.0,20.0,20.0,16.0,4.0,15.0,63.0,67.8,21800,0.23,1234.9,19330,ON (상시감시),OFF (알림전용),24900,ON (상시감시),OFF (알림전용),100.0,일목 2등급(16점: 구름대 상단 상회 또는 전환>기준) / VWAP 3등급(9점: VWAP 평형 유지) / 볼린저 2등급(12점: 중심선~상단밴드 위치) / DMI 4등급(6점: DI- 우위 하락세) / OBV 4등급(4점: OBV 이평 하회) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
010120,010120,관망,0,PASS,PASS,PASS (미보유 0%),PASS,UNCONFIRMED(FAIL),FAIL,금지(조건미충족),78.0,15.0,20.0,16.0,12.0,15.0,82.0,80.4,214000,2.64,17902.3,178100,ON (상시감시),OFF (알림전용),259000,ON (상시감시),OFF (알림전용),100.0,일목 1등급(20점: 구름대 상단 돌파 & 전환>기준) / VWAP 1등급(15점: 단기/중기 VWAP 우상향 정배열) / 볼린저 2등급(12점: 중심선~상단밴드 위치) / DMI 3등급(9점: 팽팽한 혼조세) / OBV 1등급(10점: OBV 20일 이평 상회 & 우상향) / 채킨 1등급(10점: 매수 유입 급증) / 수급 4등급(6점: 수급 약세 지속)
